Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
GRCg7b | M301209.lib1	480508	0	0	0	0	0	0	0	438456	0	91.25	nan	480508	0	240254	0	240254	0	383824	0	79.88	nan	435146	0	3310	0	0.69	nan	626	0	254	0	480508
GRCg7b | M301210.lib1	17123616	0	0	0	0	0	0	0	2464	0	0.01	nan	17123616	0	8561808	0	8561808	0	1136	0	0.01	nan	1176	0	1288	0	0.01	nan	0	0	0	0	17123616
GRCg7b | M301211.lib1	33829316	0	0	0	0	0	0	0	2967	0	0.01	nan	33829316	0	16914658	0	16914658	0	2014	0	0.01	nan	2054	0	913	0	0.0	nan	0	0	0	0	33829316
GRCg7b | M301212.lib1	62232210	0	0	0	0	0	0	0	2408	0	0.0	nan	62232210	0	31116105	0	31116105	0	576	0	0.0	nan	578	0	1830	0	0.0	nan	0	0	0	0	62232210
GRCg7b | M301213.lib1	121176	0	0	0	0	0	0	0	390	0	0.32	nan	121176	0	60588	0	60588	0	364	0	0.3	nan	384	0	6	0	0.0	nan	0	0	0	0	121176
GRCg7b | M301214.lib1	5837238	0	0	0	0	0	0	0	993	0	0.02	nan	5837238	0	2918619	0	2918619	0	188	0	0.0	nan	194	0	799	0	0.01	nan	0	0	0	0	5837238
GRCg7b | M301215.lib1	350194	0	0	0	0	0	0	0	65	0	0.02	nan	350194	0	175097	0	175097	0	34	0	0.01	nan	38	0	27	0	0.01	nan	4	0	1	0	350194
GRCg7b | M301216.lib1	35237018	0	0	0	0	0	0	0	1785	0	0.01	nan	35237018	0	17618509	0	17618509	0	434	0	0.0	nan	446	0	1339	0	0.0	nan	0	0	0	0	35237018
GRCg7b | M301217.lib1	30422	0	0	0	0	0	0	0	102	0	0.34	nan	30422	0	15211	0	15211	0	88	0	0.29	nan	96	0	6	0	0.02	nan	0	0	0	0	30422
GRCg7b | M301218.lib1	50452	0	0	0	0	0	0	0	20048	0	39.74	nan	50452	0	25226	0	25226	0	19402	0	38.46	nan	19958	0	90	0	0.18	nan	12	0	4	0	50452
GRCg7b | M301219.lib1	24309504	0	0	0	0	0	0	0	6127	0	0.03	nan	24309504	0	12154752	0	12154752	0	4750	0	0.02	nan	4936	0	1191	0	0.0	nan	2	0	1	0	24309504
GRCg7b | M301220.lib1	67022	0	0	0	0	0	0	0	15	0	0.02	nan	67022	0	33511	0	33511	0	0	0	0.0	nan	0	0	15	0	0.02	nan	0	0	0	0	67022
GRCg7b | M301221.lib1	57674	0	0	0	0	0	0	0	19	0	0.03	nan	57674	0	28837	0	28837	0	12	0	0.02	nan	12	0	7	0	0.01	nan	0	0	0	0	57674
GRCg7b | M301222.lib1	2803300	0	0	0	0	0	0	0	1630	0	0.06	nan	2803300	0	1401650	0	1401650	0	1338	0	0.05	nan	1434	0	196	0	0.01	nan	0	0	0	0	2803300
GRCg7b | M301223.lib1	30565372	0	0	0	0	0	0	0	2444	0	0.01	nan	30565372	0	15282686	0	15282686	0	310	0	0.0	nan	312	0	2132	0	0.01	nan	0	0	0	0	30565372
GRCg7b | M301224.lib1	11734502	0	0	0	0	0	0	0	1856	0	0.02	nan	11734502	0	5867251	0	5867251	0	864	0	0.01	nan	926	0	930	0	0.01	nan	2	0	0	0	11734502
GRCg7b | M301225.lib1	5930890	0	0	0	0	0	0	0	1044	0	0.02	nan	5930890	0	2965445	0	2965445	0	658	0	0.01	nan	708	0	336	0	0.01	nan	2	0	1	0	5930890
GRCg7b | M301226.lib1	1292518	0	0	0	0	0	0	0	140	0	0.01	nan	1292518	0	646259	0	646259	0	8	0	0.0	nan	10	0	130	0	0.01	nan	2	0	1	0	1292518
GRCg7b | M301227.lib1	493022	0	0	0	0	0	0	0	44	0	0.01	nan	493022	0	246511	0	246511	0	0	0	0.0	nan	0	0	44	0	0.01	nan	0	0	0	0	493022
GRCg7b | M301228.lib1	2924	0	0	0	0	0	0	0	7	0	0.24	nan	2924	0	1462	0	1462	0	4	0	0.14	nan	4	0	3	0	0.1	nan	0	0	0	0	2924
GRCg7b | M301229.lib1	16218642	0	0	0	0	0	0	0	2372272	0	14.63	nan	16218642	0	8109321	0	8109321	0	2195568	0	13.54	nan	2331722	0	40550	0	0.25	nan	3534	0	1388	0	16218642
GRCg7b | M301230.lib1	80790	0	0	0	0	0	0	0	14	0	0.02	nan	80790	0	40395	0	40395	0	0	0	0.0	nan	0	0	14	0	0.02	nan	0	0	0	0	80790
GRCg7b | M301231.lib1	55594	0	0	0	0	0	0	0	14	0	0.03	nan	55594	0	27797	0	27797	0	0	0	0.0	nan	0	0	14	0	0.03	nan	0	0	0	0	55594
GRCg7b | M301232.lib1	344	0	0	0	0	0	0	0	0	0	0.0	nan	344	0	172	0	172	0	0	0	0.0	nan	0	0	0	0	0.0	nan	0	0	0	0	344
GRCg7b | M301233.lib1	33717698	0	0	0	0	0	0	0	5365	0	0.02	nan	33717698	0	16858849	0	16858849	0	3084	0	0.01	nan	3280	0	2085	0	0.01	nan	18	0	0	0	33717698
GRCg7b | M301234.lib1	208674	0	0	0	0	0	0	0	187699	0	89.95	nan	208674	0	104337	0	104337	0	170126	0	81.53	nan	185162	0	2537	0	1.22	nan	310	0	126	0	208674
GRCg7b | M301235.lib1	3727756	0	0	0	0	0	0	0	3541520	0	95.0	nan	3727756	0	1863878	0	1863878	0	3308378	0	88.75	nan	3507268	0	34252	0	0.92	nan	5474	0	2014	0	3727756
GRCg7b | M301236.lib1	903434	0	0	0	0	0	0	0	856503	0	94.81	nan	903434	0	451717	0	451717	0	781646	0	86.52	nan	848294	0	8209	0	0.91	nan	1518	0	521	0	903434
GRCg7b | M301237.lib1	1006170	0	0	0	0	0	0	0	956158	0	95.03	nan	1006170	0	503085	0	503085	0	869124	0	86.38	nan	945800	0	10358	0	1.03	nan	2036	0	795	0	1006170
GRCg7b | M301238.lib1	477512	0	0	0	0	0	0	0	443816	0	92.94	nan	477512	0	238756	0	238756	0	416842	0	87.29	nan	439776	0	4040	0	0.85	nan	696	0	255	0	477512
GRCg7b | M301239.lib1	85244	0	0	0	0	0	0	0	10626	0	12.47	nan	85244	0	42622	0	42622	0	10298	0	12.08	nan	10474	0	152	0	0.18	nan	6	0	2	0	85244
GRCg7b | M301240.lib1	2465486	0	0	0	0	0	0	0	944760	0	38.32	nan	2465486	0	1232743	0	1232743	0	868096	0	35.21	nan	932542	0	12218	0	0.5	nan	1404	0	455	0	2465486
GRCg7b | M301241.lib1	24278	0	0	0	0	0	0	0	212	0	0.87	nan	24278	0	12139	0	12139	0	188	0	0.77	nan	204	0	8	0	0.03	nan	0	0	0	0	24278
GRCg7b | M301242.lib1	9651872	0	0	0	0	0	0	0	9278360	0	96.13	nan	9651872	0	4825936	0	4825936	0	8429892	0	87.34	nan	9201674	0	76686	0	0.79	nan	15824	0	5840	0	9651872
GRCg7b | M301243.lib1	988064	0	0	0	0	0	0	0	913615	0	92.47	nan	988064	0	494032	0	494032	0	891536	0	90.23	nan	906404	0	7211	0	0.73	nan	900	0	358	0	988064
GRCg7b | M301244.lib1	857266	0	0	0	0	0	0	0	567875	0	66.24	nan	857266	0	428633	0	428633	0	535870	0	62.51	nan	562618	0	5257	0	0.61	nan	570	0	247	0	857266
GRCg7b | M301245.lib1	432092	0	0	0	0	0	0	0	265052	0	61.34	nan	432092	0	216046	0	216046	0	257192	0	59.52	nan	262556	0	2496	0	0.58	nan	182	0	76	0	432092
GRCg7b | M301246.lib1	48086	0	0	0	0	0	0	0	920	0	1.91	nan	48086	0	24043	0	24043	0	866	0	1.8	nan	918	0	2	0	0.0	nan	0	0	0	0	48086
GRCg7b | M301247.lib1	1075640	0	0	0	0	0	0	0	940609	0	87.45	nan	1075640	0	537820	0	537820	0	900822	0	83.75	nan	931320	0	9289	0	0.86	nan	1212	0	369	0	1075640
GRCg7b | M301248.lib1	2194922	0	0	0	0	0	0	0	2076668	0	94.61	nan	2194922	0	1097461	0	1097461	0	1935800	0	88.19	nan	2057840	0	18828	0	0.86	nan	3252	0	1264	0	2194922
GRCg7b | M301249.lib1	227734	0	0	0	0	0	0	0	122082	0	53.61	nan	227734	0	113867	0	113867	0	115682	0	50.8	nan	121236	0	846	0	0.37	nan	76	0	18	0	227734
GRCg7b | M301250.lib1	1413550	0	0	0	0	0	0	0	1288648	0	91.16	nan	1413550	0	706775	0	706775	0	1273970	0	90.13	nan	1279670	0	8978	0	0.64	nan	742	0	223	0	1413550
GRCg7b | M301251.lib1	6005546	0	0	0	0	0	0	0	5601979	0	93.28	nan	6005546	0	3002773	0	3002773	0	5275298	0	87.84	nan	5552406	0	49573	0	0.83	nan	8086	0	2935	0	6005546
GRCg7b | M301252.lib1	3275660	0	0	0	0	0	0	0	2650244	0	80.91	nan	3275660	0	1637830	0	1637830	0	2496562	0	76.22	nan	2618238	0	32006	0	0.98	nan	4218	0	1371	0	3275660
GRCg7b | M301253.lib1	65124	0	0	0	0	0	0	0	67	0	0.1	nan	65124	0	32562	0	32562	0	48	0	0.07	nan	48	0	19	0	0.03	nan	0	0	0	0	65124
GRCg7b | M301254.lib1	19298	0	0	0	0	0	0	0	9	0	0.05	nan	19298	0	9649	0	9649	0	0	0	0.0	nan	0	0	9	0	0.05	nan	0	0	0	0	19298
GRCg7b | M301255.lib1	2021450	0	0	0	0	0	0	0	1274857	0	63.07	nan	2021450	0	1010725	0	1010725	0	1132244	0	56.01	nan	1219016	0	55841	0	2.76	nan	6802	0	2223	0	2021450
GRCg7b | M301256.lib1	66884468	0	0	0	0	0	0	0	64997247	0	97.18	nan	66884468	0	33442234	0	33442234	0	59735380	0	89.31	nan	64488742	0	508505	0	0.76	nan	185600	0	121932	0	66884468
GRCg7b | M301257.lib1	155234	0	0	0	0	0	0	0	21753	0	14.01	nan	155234	0	77617	0	77617	0	20876	0	13.45	nan	21194	0	559	0	0.36	nan	16	0	2	0	155234
GRCg7b | M301258.lib1	1039824	0	0	0	0	0	0	0	898826	0	86.44	nan	1039824	0	519912	0	519912	0	862170	0	82.91	nan	888274	0	10552	0	1.01	nan	948	0	327	0	1039824
GRCg7b | M301259.lib1	1379064	0	0	0	0	0	0	0	167012	0	12.11	nan	1379064	0	689532	0	689532	0	152730	0	11.07	nan	165404	0	1608	0	0.12	nan	236	0	56	0	1379064
GRCg7b | M301260.lib1	58146	0	0	0	0	0	0	0	70	0	0.12	nan	58146	0	29073	0	29073	0	60	0	0.1	nan	62	0	8	0	0.01	nan	0	0	0	0	58146
GRCg7b | M301261.lib1	40159710	0	0	0	0	0	0	0	38234260	0	95.21	nan	40159710	0	20079855	0	20079855	0	36653306	0	91.27	nan	37852954	0	381306	0	0.95	nan	41046	0	15583	0	40159710
GRCg7b | M301262.lib1	14017152	0	0	0	0	0	0	0	13132018	0	93.69	nan	14017152	0	7008576	0	7008576	0	12779430	0	91.17	nan	13009824	0	122194	0	0.87	nan	12972	0	4636	0	14017152
GRCg7b | M301263.lib1	219268	0	0	0	0	0	0	0	96830	0	44.16	nan	219268	0	109634	0	109634	0	94636	0	43.16	nan	95670	0	1160	0	0.53	nan	100	0	41	0	219268
GRCg7b | M301264.lib1	223800	0	0	0	0	0	0	0	135454	0	60.52	nan	223800	0	111900	0	111900	0	131256	0	58.65	nan	134484	0	970	0	0.43	nan	124	0	48	0	223800
GRCg7b | M301265.lib1	3682254	0	0	0	0	0	0	0	3016587	0	81.92	nan	3682254	0	1841127	0	1841127	0	2931122	0	79.6	nan	2993628	0	22959	0	0.62	nan	2222	0	735	0	3682254
GRCg7b | M301266.lib1	1231214	0	0	0	0	0	0	0	1146247	0	93.1	nan	1231214	0	615607	0	615607	0	1097972	0	89.18	nan	1136844	0	9403	0	0.76	nan	1286	0	462	0	1231214
GRCg7b | M301267.lib1	44540	0	0	0	0	0	0	0	22540	0	50.61	nan	44540	0	22270	0	22270	0	21248	0	47.71	nan	22296	0	244	0	0.55	nan	18	0	2	0	44540
GRCg7b | M301268.lib1	1821460	0	0	0	0	0	0	0	1686594	0	92.6	nan	1821460	0	910730	0	910730	0	1578184	0	86.64	nan	1672604	0	13990	0	0.77	nan	2234	0	788	0	1821460
GRCg7b | M301269.lib1	23934	0	0	0	0	0	0	0	416	0	1.74	nan	23934	0	11967	0	11967	0	406	0	1.7	nan	410	0	6	0	0.03	nan	0	0	0	0	23934
GRCg7b | M301270.lib1	55652696	0	0	0	0	0	0	0	54117289	0	97.24	nan	55652696	0	27826348	0	27826348	0	47275370	0	84.95	nan	53686584	0	430705	0	0.77	nan	136256	0	66557	0	55652696
GRCg7b | M301271.lib1	3021924	0	0	0	0	0	0	0	2898498	0	95.92	nan	3021924	0	1510962	0	1510962	0	2606140	0	86.24	nan	2876146	0	22352	0	0.74	nan	5614	0	2161	0	3021924
GRCg7b | M301272.lib1	6424	0	0	0	0	0	0	0	4	0	0.06	nan	6424	0	3212	0	3212	0	0	0	0.0	nan	0	0	4	0	0.06	nan	0	0	0	0	6424
GRCg7b | M301273.lib1	128228	0	0	0	0	0	0	0	66349	0	51.74	nan	128228	0	64114	0	64114	0	64822	0	50.55	nan	65862	0	487	0	0.38	nan	160	0	137	0	128228
GRCg7b | M301274.lib1	103174	0	0	0	0	0	0	0	2854	0	2.77	nan	103174	0	51587	0	51587	0	2772	0	2.69	nan	2826	0	28	0	0.03	nan	0	0	0	0	103174
GRCg7b | M301275.lib1	8093450	0	0	0	0	0	0	0	7654151	0	94.57	nan	8093450	0	4046725	0	4046725	0	7229254	0	89.32	nan	7579216	0	74935	0	0.93	nan	13166	0	4987	0	8093450
GRCg7b | M301276.lib1	2597740	0	0	0	0	0	0	0	2429644	0	93.53	nan	2597740	0	1298870	0	1298870	0	2248378	0	86.55	nan	2406422	0	23222	0	0.89	nan	3834	0	1434	0	2597740
GRCg7b | M301277.lib1	232042	0	0	0	0	0	0	0	190560	0	82.12	nan	232042	0	116021	0	116021	0	177208	0	76.37	nan	187832	0	2728	0	1.18	nan	250	0	108	0	232042
GRCg7b | M301278.lib1	2246516	0	0	0	0	0	0	0	2079918	0	92.58	nan	2246516	0	1123258	0	1123258	0	1877780	0	83.59	nan	2047542	0	32376	0	1.44	nan	3696	0	1359	0	2246516
GRCg7b | M301279.lib1	361960	0	0	0	0	0	0	0	272673	0	75.33	nan	361960	0	180980	0	180980	0	245664	0	67.87	nan	268086	0	4587	0	1.27	nan	622	0	220	0	361960
GRCg7b | M301280.lib1	41467004	0	0	0	0	0	0	0	40197836	0	96.94	nan	41467004	0	20733502	0	20733502	0	37567820	0	90.6	nan	39892676	0	305160	0	0.74	nan	60206	0	29779	0	41467004
GRCg7b | M301281.lib1	43525754	0	0	0	0	0	0	0	42438159	0	97.5	nan	43525754	0	21762877	0	21762877	0	37715462	0	86.65	nan	42137948	0	300211	0	0.69	nan	95780	0	50208	0	43525754
GRCg7b | M301282.lib1	18525514	0	0	0	0	0	0	0	5148	0	0.03	nan	18525514	0	9262757	0	9262757	0	3834	0	0.02	nan	4118	0	1030	0	0.01	nan	18	0	6	0	18525514
GRCg7b | M301283.lib1	14146038	0	0	0	0	0	0	0	19439	0	0.14	nan	14146038	0	7073019	0	7073019	0	18050	0	0.13	nan	18762	0	677	0	0.0	nan	18	0	2	0	14146038
GRCg7b | M301284.lib1	42196	0	0	0	0	0	0	0	128	0	0.3	nan	42196	0	21098	0	21098	0	18	0	0.04	nan	20	0	108	0	0.26	nan	2	0	1	0	42196
GRCg7b | M301285.lib1	7326532	0	0	0	0	0	0	0	56732	0	0.77	nan	7326532	0	3663266	0	3663266	0	51156	0	0.7	nan	55964	0	768	0	0.01	nan	60	0	18	0	7326532
GRCg7b | M301286.lib1	41396	0	0	0	0	0	0	0	34	0	0.08	nan	41396	0	20698	0	20698	0	34	0	0.08	nan	34	0	0	0	0.0	nan	0	0	0	0	41396
GRCg7b | M301287.lib1	13380984	0	0	0	0	0	0	0	1096	0	0.01	nan	13380984	0	6690492	0	6690492	0	666	0	0.0	nan	680	0	416	0	0.0	nan	0	0	0	0	13380984
GRCg7b | M301288.lib1	28864	0	0	0	0	0	0	0	12	0	0.04	nan	28864	0	14432	0	14432	0	8	0	0.03	nan	8	0	4	0	0.01	nan	0	0	0	0	28864
GRCg7b | M301289.lib1	12737482	0	0	0	0	0	0	0	2159	0	0.02	nan	12737482	0	6368741	0	6368741	0	674	0	0.01	nan	758	0	1401	0	0.01	nan	0	0	0	0	12737482
GRCg7b | M301290.lib1	59424	0	0	0	0	0	0	0	159	0	0.27	nan	59424	0	29712	0	29712	0	112	0	0.19	nan	144	0	15	0	0.03	nan	0	0	0	0	59424
GRCg7b | M301291.lib1	36146	0	0	0	0	0	0	0	73	0	0.2	nan	36146	0	18073	0	18073	0	56	0	0.15	nan	64	0	9	0	0.02	nan	0	0	0	0	36146
GRCg7b | M301292.lib1	16333208	0	0	0	0	0	0	0	2768	0	0.02	nan	16333208	0	8166604	0	8166604	0	1132	0	0.01	nan	1200	0	1568	0	0.01	nan	0	0	0	0	16333208
GRCg7b | M301293.lib1	3942	0	0	0	0	0	0	0	5	0	0.13	nan	3942	0	1971	0	1971	0	4	0	0.1	nan	4	0	1	0	0.03	nan	0	0	0	0	3942
GRCg7b | M301294.lib1	24220	0	0	0	0	0	0	0	10	0	0.04	nan	24220	0	12110	0	12110	0	8	0	0.03	nan	8	0	2	0	0.01	nan	0	0	0	0	24220
GRCg7b | M301295.lib1	4422412	0	0	0	0	0	0	0	494	0	0.01	nan	4422412	0	2211206	0	2211206	0	244	0	0.01	nan	244	0	250	0	0.01	nan	0	0	0	0	4422412
GRCg7b | M301296.lib1	24906332	0	0	0	0	0	0	0	5965	0	0.02	nan	24906332	0	12453166	0	12453166	0	5240	0	0.02	nan	5538	0	427	0	0.0	nan	2	0	1	0	24906332
GRCg7b | M301297.lib1	5742682	0	0	0	0	0	0	0	634	0	0.01	nan	5742682	0	2871341	0	2871341	0	382	0	0.01	nan	394	0	240	0	0.0	nan	0	0	0	0	5742682
GRCg7b | M301298.lib1	10307672	0	0	0	0	0	0	0	505	0	0.0	nan	10307672	0	5153836	0	5153836	0	182	0	0.0	nan	190	0	315	0	0.0	nan	0	0	0	0	10307672
GRCg7b | M301299.lib1	81694	0	0	0	0	0	0	0	534	0	0.65	nan	81694	0	40847	0	40847	0	520	0	0.64	nan	532	0	2	0	0.0	nan	0	0	0	0	81694
GRCg7b | M301300.lib1	38026	0	0	0	0	0	0	0	2568	0	6.75	nan	38026	0	19013	0	19013	0	1970	0	5.18	nan	2202	0	366	0	0.96	nan	8	0	0	0	38026
GRCg7b | M301301.lib1	6898312	0	0	0	0	0	0	0	547	0	0.01	nan	6898312	0	3449156	0	3449156	0	302	0	0.0	nan	302	0	245	0	0.0	nan	0	0	0	0	6898312
GRCg7b | M301302.lib1	16610920	0	0	0	0	0	0	0	4377	0	0.03	nan	16610920	0	8305460	0	8305460	0	3312	0	0.02	nan	3502	0	875	0	0.01	nan	0	0	0	0	16610920
GRCg7b | M301303.lib1	8026162	0	0	0	0	0	0	0	17485	0	0.22	nan	8026162	0	4013081	0	4013081	0	14712	0	0.18	nan	16246	0	1239	0	0.02	nan	16	0	7	0	8026162
GRCg7b | M301304.lib1	927076	0	0	0	0	0	0	0	84	0	0.01	nan	927076	0	463538	0	463538	0	54	0	0.01	nan	54	0	30	0	0.0	nan	0	0	0	0	927076
GRCg7b | M301305.lib1	24026396	0	0	0	0	0	0	0	7758	0	0.03	nan	24026396	0	12013198	0	12013198	0	6806	0	0.03	nan	7058	0	700	0	0.0	nan	4	0	1	0	24026396
GRCg7b | M301306.lib1	2180746	0	0	0	0	0	0	0	983	0	0.05	nan	2180746	0	1090373	0	1090373	0	866	0	0.04	nan	878	0	105	0	0.0	nan	2	0	2	0	2180746
GRCg7b | M301307.lib1	37134	0	0	0	0	0	0	0	32	0	0.09	nan	37134	0	18567	0	18567	0	22	0	0.06	nan	24	0	8	0	0.02	nan	0	0	0	0	37134
GRCg7b | M301308.lib1	232730	0	0	0	0	0	0	0	76	0	0.03	nan	232730	0	116365	0	116365	0	60	0	0.03	nan	60	0	16	0	0.01	nan	0	0	0	0	232730
GRCg7b | M301309.lib1	52884	0	0	0	0	0	0	0	14	0	0.03	nan	52884	0	26442	0	26442	0	10	0	0.02	nan	10	0	4	0	0.01	nan	0	0	0	0	52884
GRCg7b | M301310.lib1	15831950	0	0	0	0	0	0	0	687	0	0.0	nan	15831950	0	7915975	0	7915975	0	114	0	0.0	nan	116	0	571	0	0.0	nan	2	0	0	0	15831950
GRCg7b | M301311.lib1	18535256	0	0	0	0	0	0	0	123417	0	0.67	nan	18535256	0	9267628	0	9267628	0	109580	0	0.59	nan	120964	0	2453	0	0.01	nan	234	0	97	0	18535256
GRCg7b | M301312.lib1	25872530	0	0	0	0	0	0	0	824	0	0.0	nan	25872530	0	12936265	0	12936265	0	160	0	0.0	nan	162	0	662	0	0.0	nan	2	0	0	0	25872530
GRCg7b | M301313.lib1	33822062	0	0	0	0	0	0	0	1516	0	0.0	nan	33822062	0	16911031	0	16911031	0	674	0	0.0	nan	678	0	838	0	0.0	nan	0	0	0	0	33822062
GRCg7b | M301314.lib1	51361104	0	0	0	0	0	0	0	2320	0	0.0	nan	51361104	0	25680552	0	25680552	0	456	0	0.0	nan	474	0	1846	0	0.0	nan	0	0	0	0	51361104
GRCg7b | M301315.lib1	42461038	0	0	0	0	0	0	0	2385	0	0.01	nan	42461038	0	21230519	0	21230519	0	1036	0	0.0	nan	1058	0	1327	0	0.0	nan	0	0	0	0	42461038
GRCg7b | M301316.lib1	46012908	0	0	0	0	0	0	0	36948	0	0.08	nan	46012908	0	23006454	0	23006454	0	33978	0	0.07	nan	35172	0	1776	0	0.0	nan	8	0	1	0	46012908
GRCg7b | M301317.lib1	35627670	0	0	0	0	0	0	0	2115	0	0.01	nan	35627670	0	17813835	0	17813835	0	156	0	0.0	nan	156	0	1959	0	0.01	nan	0	0	0	0	35627670
GRCg7b | M301318.lib1	19739418	0	0	0	0	0	0	0	1835	0	0.01	nan	19739418	0	9869709	0	9869709	0	198	0	0.0	nan	226	0	1609	0	0.01	nan	0	0	0	0	19739418
GRCg7b | M301319.lib1	29248	0	0	0	0	0	0	0	2	0	0.01	nan	29248	0	14624	0	14624	0	0	0	0.0	nan	0	0	2	0	0.01	nan	0	0	0	0	29248
GRCg7b | M301320.lib1	7768	0	0	0	0	0	0	0	1	0	0.01	nan	7768	0	3884	0	3884	0	0	0	0.0	nan	0	0	1	0	0.01	nan	0	0	0	0	7768
GRCg7b | M301321.lib1	38150	0	0	0	0	0	0	0	16	0	0.04	nan	38150	0	19075	0	19075	0	2	0	0.01	nan	2	0	14	0	0.04	nan	0	0	0	0	38150
GRCg7b | M301322.lib1	14552038	0	0	0	0	0	0	0	58703	0	0.4	nan	14552038	0	7276019	0	7276019	0	56272	0	0.39	nan	57894	0	809	0	0.01	nan	48	0	22	0	14552038
GRCg7b | M301323.lib1	36186814	0	0	0	0	0	0	0	4998	0	0.01	nan	36186814	0	18093407	0	18093407	0	3730	0	0.01	nan	3842	0	1156	0	0.0	nan	2	0	0	0	36186814
GRCg7b | M301324.lib1	38858698	0	0	0	0	0	0	0	143404	0	0.37	nan	38858698	0	19429349	0	19429349	0	132658	0	0.34	nan	140874	0	2530	0	0.01	nan	128	0	48	0	38858698
GRCg7b | M301325.lib1	8356258	0	0	0	0	0	0	0	556	0	0.01	nan	8356258	0	4178129	0	4178129	0	78	0	0.0	nan	78	0	478	0	0.01	nan	0	0	0	0	8356258
GRCg7b | M301326.lib1	19512782	0	0	0	0	0	0	0	2477	0	0.01	nan	19512782	0	9756391	0	9756391	0	162	0	0.0	nan	200	0	2277	0	0.01	nan	0	0	0	0	19512782
GRCg7b | M301327.lib1	1677530	0	0	0	0	0	0	0	2966	0	0.18	nan	1677530	0	838765	0	838765	0	2488	0	0.15	nan	2850	0	116	0	0.01	nan	10	0	0	0	1677530
GRCg7b | M301328.lib1	90620	0	0	0	0	0	0	0	7	0	0.01	nan	90620	0	45310	0	45310	0	2	0	0.0	nan	4	0	3	0	0.0	nan	0	0	0	0	90620
GRCg7b | M301329.lib1	39588880	0	0	0	0	0	0	0	3465	0	0.01	nan	39588880	0	19794440	0	19794440	0	2108	0	0.01	nan	2166	0	1299	0	0.0	nan	0	0	0	0	39588880
GRCg7b | M301330.lib1	1727508	0	0	0	0	0	0	0	1603377	0	92.81	nan	1727508	0	863754	0	863754	0	1486942	0	86.07	nan	1585806	0	17571	0	1.02	nan	2166	0	707	0	1727508
GRCg7b | M301331.lib1	44112	0	0	0	0	0	0	0	3834	0	8.69	nan	44112	0	22056	0	22056	0	2892	0	6.56	nan	2970	0	864	0	1.96	nan	2	0	1	0	44112
GRCg7b | M301332.lib1	2895590	0	0	0	0	0	0	0	2749589	0	94.96	nan	2895590	0	1447795	0	1447795	0	1988640	0	68.68	nan	2705534	0	44055	0	1.52	nan	13552	0	5595	0	2895590
GRCg7b | M301333.lib1	63654	0	0	0	0	0	0	0	26628	0	41.83	nan	63654	0	31827	0	31827	0	25054	0	39.36	nan	26496	0	132	0	0.21	nan	28	0	10	0	63654
GRCg7b | M301334.lib1	199650	0	0	0	0	0	0	0	115683	0	57.94	nan	199650	0	99825	0	99825	0	111666	0	55.93	nan	114662	0	1021	0	0.51	nan	64	0	21	0	199650
GRCg7b | M301335.lib1	1345808	0	0	0	0	0	0	0	1285430	0	95.51	nan	1345808	0	672904	0	672904	0	1202378	0	89.34	nan	1276102	0	9328	0	0.69	nan	1380	0	481	0	1345808
GRCg7b | M301336.lib1	2562998	0	0	0	0	0	0	0	2427070	0	94.7	nan	2562998	0	1281499	0	1281499	0	2173646	0	84.81	nan	2403060	0	24010	0	0.94	nan	4436	0	1446	0	2562998
GRCg7b | M301337.lib1	6637266	0	0	0	0	0	0	0	6167674	0	92.92	nan	6637266	0	3318633	0	3318633	0	5795938	0	87.32	nan	6119026	0	48648	0	0.73	nan	6908	0	2124	0	6637266
GRCg7b | M301338.lib1	105818	0	0	0	0	0	0	0	86213	0	81.47	nan	105818	0	52909	0	52909	0	82972	0	78.41	nan	85456	0	757	0	0.72	nan	78	0	28	0	105818
GRCg7b | M301339.lib1	80008	0	0	0	0	0	0	0	50235	0	62.79	nan	80008	0	40004	0	40004	0	48802	0	61.0	nan	49866	0	369	0	0.46	nan	44	0	14	0	80008
GRCg7b | M301340.lib1	29930	0	0	0	0	0	0	0	1771	0	5.92	nan	29930	0	14965	0	14965	0	1642	0	5.49	nan	1746	0	25	0	0.08	nan	2	0	0	0	29930
GRCg7b | M301341.lib1	35622	0	0	0	0	0	0	0	3238	0	9.09	nan	35622	0	17811	0	17811	0	1756	0	4.93	nan	1772	0	1466	0	4.12	nan	0	0	0	0	35622
GRCg7b | M301342.lib1	1629960	0	0	0	0	0	0	0	1521280	0	93.33	nan	1629960	0	814980	0	814980	0	1390710	0	85.32	nan	1508850	0	12430	0	0.76	nan	2318	0	815	0	1629960
GRCg7b | M301343.lib1	14700	0	0	0	0	0	0	0	741	0	5.04	nan	14700	0	7350	0	7350	0	712	0	4.84	nan	736	0	5	0	0.03	nan	0	0	0	0	14700
