Sample	total_passed	total_failed	secondary_passed	secondary_failed	supplementary_passed	supplementary_failed	duplicates_passed	duplicates_failed	mapped_passed	mapped_failed	mapped_passed_pct	mapped_failed_pct	paired in sequencing_passed	paired in sequencing_failed	read1_passed	read1_failed	read2_passed	read2_failed	properly paired_passed	properly paired_failed	properly paired_passed_pct	properly paired_failed_pct	with itself and mate mapped_passed	with itself and mate mapped_failed	singletons_passed	singletons_failed	singletons_passed_pct	singletons_failed_pct	with mate mapped to a different chr_passed	with mate mapped to a different chr_failed	with mate mapped to a different chr (mapQ >= 5)_passed	with mate mapped to a different chr (mapQ >= 5)_failed	flagstat_total
GRCg7b | M301344.lib1	328222	0	0	0	0	0	0	0	281503	0	85.77	nan	328222	0	164111	0	164111	0	265532	0	80.9	nan	278990	0	2513	0	0.77	nan	320	0	94	0	328222
GRCg7b | M301345.lib1	8801502	0	0	0	0	0	0	0	8492047	0	96.48	nan	8801502	0	4400751	0	4400751	0	8136762	0	92.45	nan	8438402	0	53645	0	0.61	nan	9038	0	3731	0	8801502
GRCg7b | M301346.lib1	226540	0	0	0	0	0	0	0	127735	0	56.39	nan	226540	0	113270	0	113270	0	114352	0	50.48	nan	126216	0	1519	0	0.67	nan	126	0	37	0	226540
GRCg7b | M301347.lib1	6949566	0	0	0	0	0	0	0	6695786	0	96.35	nan	6949566	0	3474783	0	3474783	0	6266526	0	90.17	nan	6649220	0	46566	0	0.67	nan	7274	0	2405	0	6949566
GRCg7b | M301348.lib1	789022	0	0	0	0	0	0	0	631363	0	80.02	nan	789022	0	394511	0	394511	0	594796	0	75.38	nan	625876	0	5487	0	0.7	nan	768	0	254	0	789022
GRCg7b | M301349.lib1	58800	0	0	0	0	0	0	0	1424	0	2.42	nan	58800	0	29400	0	29400	0	1364	0	2.32	nan	1410	0	14	0	0.02	nan	0	0	0	0	58800
GRCg7b | M301350.lib1	132106	0	0	0	0	0	0	0	2885	0	2.18	nan	132106	0	66053	0	66053	0	2750	0	2.08	nan	2862	0	23	0	0.02	nan	16	0	11	0	132106
GRCg7b | M301351.lib1	16938810	0	0	0	0	0	0	0	16324228	0	96.37	nan	16938810	0	8469405	0	8469405	0	15534566	0	91.71	nan	16207504	0	116724	0	0.69	nan	18404	0	6233	0	16938810
GRCg7b | M301352.lib1	4674012	0	0	0	0	0	0	0	4316012	0	92.34	nan	4674012	0	2337006	0	2337006	0	4046520	0	86.57	nan	4281390	0	34622	0	0.74	nan	4998	0	1695	0	4674012
GRCg7b | M301353.lib1	482050	0	0	0	0	0	0	0	387014	0	80.29	nan	482050	0	241025	0	241025	0	352818	0	73.19	nan	384262	0	2752	0	0.57	nan	428	0	154	0	482050
GRCg7b | M301354.lib1	60196652	0	0	0	0	0	0	0	58556977	0	97.28	nan	60196652	0	30098326	0	30098326	0	53110308	0	88.23	nan	58132946	0	424031	0	0.7	nan	84532	0	30434	0	60196652
GRCg7b | M301355.lib1	16796	0	0	0	0	0	0	0	2	0	0.01	nan	16796	0	8398	0	8398	0	0	0	0.0	nan	0	0	2	0	0.01	nan	0	0	0	0	16796
GRCg7b | M301356.lib1	1127700	0	0	0	0	0	0	0	948780	0	84.13	nan	1127700	0	563850	0	563850	0	894464	0	79.32	nan	940688	0	8092	0	0.72	nan	944	0	332	0	1127700
GRCg7b | M301357.lib1	1344080	0	0	0	0	0	0	0	1227153	0	91.3	nan	1344080	0	672040	0	672040	0	1166172	0	86.76	nan	1218468	0	8685	0	0.65	nan	1152	0	405	0	1344080
GRCg7b | M301358.lib1	14179246	0	0	0	0	0	0	0	13483557	0	95.09	nan	14179246	0	7089623	0	7089623	0	12746292	0	89.89	nan	13380320	0	103237	0	0.73	nan	17598	0	5648	0	14179246
GRCg7b | M301359.lib1	13844150	0	0	0	0	0	0	0	13328882	0	96.28	nan	13844150	0	6922075	0	6922075	0	12362226	0	89.3	nan	13235060	0	93822	0	0.68	nan	16100	0	5250	0	13844150
GRCg7b | M301360.lib1	22351058	0	0	0	0	0	0	0	21646702	0	96.85	nan	22351058	0	11175529	0	11175529	0	20531942	0	91.86	nan	21518792	0	127910	0	0.57	nan	18654	0	6283	0	22351058
GRCg7b | M301361.lib1	2233424	0	0	0	0	0	0	0	2014384	0	90.19	nan	2233424	0	1116712	0	1116712	0	1903870	0	85.24	nan	1999766	0	14618	0	0.65	nan	2048	0	646	0	2233424
GRCg7b | M301362.lib1	24132	0	0	0	0	0	0	0	108	0	0.45	nan	24132	0	12066	0	12066	0	80	0	0.33	nan	80	0	28	0	0.12	nan	0	0	0	0	24132
GRCg7b | M301363.lib1	41664	0	0	0	0	0	0	0	7887	0	18.93	nan	41664	0	20832	0	20832	0	7478	0	17.95	nan	7652	0	235	0	0.56	nan	16	0	3	0	41664
GRCg7b | M301364.lib1	7958638	0	0	0	0	0	0	0	8292	0	0.1	nan	7958638	0	3979319	0	3979319	0	7870	0	0.1	nan	8014	0	278	0	0.0	nan	0	0	0	0	7958638
GRCg7b | M301365.lib1	3247140	0	0	0	0	0	0	0	3128327	0	96.34	nan	3247140	0	1623570	0	1623570	0	2938004	0	90.48	nan	3109508	0	18819	0	0.58	nan	3412	0	1296	0	3247140
GRCg7b | M301366.lib1	33572	0	0	0	0	0	0	0	5311	0	15.82	nan	33572	0	16786	0	16786	0	4868	0	14.5	nan	5256	0	55	0	0.16	nan	2	0	0	0	33572
GRCg7b | M301367.lib1	272726	0	0	0	0	0	0	0	245462	0	90.0	nan	272726	0	136363	0	136363	0	221728	0	81.3	nan	243484	0	1978	0	0.73	nan	424	0	121	0	272726
GRCg7b | M301368.lib1	1577736	0	0	0	0	0	0	0	1455053	0	92.22	nan	1577736	0	788868	0	788868	0	1353312	0	85.78	nan	1446136	0	8917	0	0.57	nan	1692	0	653	0	1577736
GRCg7b | M301369.lib1	37408	0	0	0	0	0	0	0	48	0	0.13	nan	37408	0	18704	0	18704	0	46	0	0.12	nan	46	0	2	0	0.01	nan	0	0	0	0	37408
GRCg7b | M301370.lib1	2875450	0	0	0	0	0	0	0	2645068	0	91.99	nan	2875450	0	1437725	0	1437725	0	2457460	0	85.46	nan	2625940	0	19128	0	0.67	nan	2454	0	964	0	2875450
GRCg7b | M301371.lib1	185702	0	0	0	0	0	0	0	74800	0	40.28	nan	185702	0	92851	0	92851	0	68906	0	37.11	nan	72864	0	1936	0	1.04	nan	248	0	52	0	185702
GRCg7b | M301372.lib1	97934	0	0	0	0	0	0	0	15504	0	15.83	nan	97934	0	48967	0	48967	0	15136	0	15.46	nan	15394	0	110	0	0.11	nan	4	0	3	0	97934
GRCg7b | M301373.lib1	1013484	0	0	0	0	0	0	0	912984	0	90.08	nan	1013484	0	506742	0	506742	0	821962	0	81.1	nan	907352	0	5632	0	0.56	nan	1170	0	466	0	1013484
GRCg7b | M301374.lib1	16848900	0	0	0	0	0	0	0	16308517	0	96.79	nan	16848900	0	8424450	0	8424450	0	15246982	0	90.49	nan	16207980	0	100537	0	0.6	nan	17694	0	5697	0	16848900
GRCg7b | M301375.lib1	4169418	0	0	0	0	0	0	0	3722209	0	89.27	nan	4169418	0	2084709	0	2084709	0	3480054	0	83.47	nan	3696886	0	25323	0	0.61	nan	3620	0	1383	0	4169418
GRCg7b | M301376.lib1	100370	0	0	0	0	0	0	0	3088	0	3.08	nan	100370	0	50185	0	50185	0	2984	0	2.97	nan	3050	0	38	0	0.04	nan	4	0	2	0	100370
GRCg7b | M301377.lib1	61079130	0	0	0	0	0	0	0	59500329	0	97.42	nan	61079130	0	30539565	0	30539565	0	55756130	0	91.29	nan	59128208	0	372121	0	0.61	nan	86956	0	42925	0	61079130
GRCh38 | M301186.lib1	18072	0	0	0	0	0	0	0	2905	0	16.07	nan	18072	0	9036	0	9036	0	2854	0	15.79	nan	2900	0	5	0	0.03	nan	6	0	1	0	18072
GRCh38 | M301187.lib1	2909606	0	0	0	0	0	0	0	762	0	0.03	nan	2909606	0	1454803	0	1454803	0	728	0	0.03	nan	742	0	20	0	0.0	nan	0	0	0	0	2909606
GRCh38 | M301188.lib1	9977952	0	0	0	0	0	0	0	2275	0	0.02	nan	9977952	0	4988976	0	4988976	0	2154	0	0.02	nan	2228	0	47	0	0.0	nan	12	0	5	0	9977952
GRCh38 | M301189.lib1	923966	0	0	0	0	0	0	0	2152	0	0.23	nan	923966	0	461983	0	461983	0	2054	0	0.22	nan	2124	0	28	0	0.0	nan	4	0	3	0	923966
GRCh38 | M301190.lib1	137144	0	0	0	0	0	0	0	4172	0	3.04	nan	137144	0	68572	0	68572	0	3916	0	2.86	nan	4004	0	168	0	0.12	nan	18	0	11	0	137144
GRCh38 | M301191.lib1	10835558	0	0	0	0	0	0	0	4174	0	0.04	nan	10835558	0	5417779	0	5417779	0	3988	0	0.04	nan	4104	0	70	0	0.0	nan	22	0	8	0	10835558
GRCh38 | M301192.lib1	23081856	0	0	0	0	0	0	0	3741	0	0.02	nan	23081856	0	11540928	0	11540928	0	3382	0	0.01	nan	3548	0	193	0	0.0	nan	20	0	8	0	23081856
GRCh38 | M301193.lib1	44005262	0	0	0	0	0	0	0	7662	0	0.02	nan	44005262	0	22002631	0	22002631	0	7166	0	0.02	nan	7492	0	170	0	0.0	nan	10	0	3	0	44005262
GRCh38 | M301194.lib1	7513574	0	0	0	0	0	0	0	10966	0	0.15	nan	7513574	0	3756787	0	3756787	0	10628	0	0.14	nan	10810	0	156	0	0.0	nan	16	0	3	0	7513574
GRCh38 | M301195.lib1	16015774	0	0	0	0	0	0	0	4460	0	0.03	nan	16015774	0	8007887	0	8007887	0	4212	0	0.03	nan	4348	0	112	0	0.0	nan	0	0	0	0	16015774
GRCh38 | M301196.lib1	21546	0	0	0	0	0	0	0	3880	0	18.01	nan	21546	0	10773	0	10773	0	3676	0	17.06	nan	3834	0	46	0	0.21	nan	16	0	5	0	21546
GRCh38 | M301197.lib1	9650	0	0	0	0	0	0	0	2339	0	24.24	nan	9650	0	4825	0	4825	0	2214	0	22.94	nan	2336	0	3	0	0.03	nan	4	0	0	0	9650
GRCh38 | M301198.lib1	16481386	0	0	0	0	0	0	0	5159	0	0.03	nan	16481386	0	8240693	0	8240693	0	4840	0	0.03	nan	4980	0	179	0	0.0	nan	22	0	12	0	16481386
GRCh38 | M301199.lib1	12609236	0	0	0	0	0	0	0	67541	0	0.54	nan	12609236	0	6304618	0	6304618	0	65012	0	0.52	nan	66632	0	909	0	0.01	nan	148	0	41	0	12609236
GRCh38 | M301200.lib1	13830720	0	0	0	0	0	0	0	3686	0	0.03	nan	13830720	0	6915360	0	6915360	0	3450	0	0.02	nan	3580	0	106	0	0.0	nan	6	0	4	0	13830720
GRCh38 | M301201.lib1	8436574	0	0	0	0	0	0	0	4698	0	0.06	nan	8436574	0	4218287	0	4218287	0	4456	0	0.05	nan	4628	0	70	0	0.0	nan	14	0	8	0	8436574
GRCh38 | M301202.lib1	16511564	0	0	0	0	0	0	0	4974	0	0.03	nan	16511564	0	8255782	0	8255782	0	4688	0	0.03	nan	4832	0	142	0	0.0	nan	12	0	1	0	16511564
GRCh38 | M301203.lib1	18252802	0	0	0	0	0	0	0	11848	0	0.06	nan	18252802	0	9126401	0	9126401	0	11316	0	0.06	nan	11656	0	192	0	0.0	nan	38	0	22	0	18252802
GRCh38 | M301204.lib1	1340246	0	0	0	0	0	0	0	432	0	0.03	nan	1340246	0	670123	0	670123	0	386	0	0.03	nan	412	0	20	0	0.0	nan	0	0	0	0	1340246
GRCh38 | M301205.lib1	453530	0	0	0	0	0	0	0	2723	0	0.6	nan	453530	0	226765	0	226765	0	2594	0	0.57	nan	2702	0	21	0	0.0	nan	10	0	4	0	453530
GRCh38 | M301206.lib1	2790384	0	0	0	0	0	0	0	3198	0	0.11	nan	2790384	0	1395192	0	1395192	0	3084	0	0.11	nan	3166	0	32	0	0.0	nan	4	0	2	0	2790384
GRCh38 | M301207.lib1	5608	0	0	0	0	0	0	0	1295	0	23.09	nan	5608	0	2804	0	2804	0	1262	0	22.5	nan	1288	0	7	0	0.12	nan	4	0	2	0	5608
GRCh38 | M301208.lib1	7415316	0	0	0	0	0	0	0	4681	0	0.06	nan	7415316	0	3707658	0	3707658	0	4418	0	0.06	nan	4568	0	113	0	0.0	nan	14	0	11	0	7415316
GRCh38 | M301209.lib1	492762	0	0	0	0	0	0	0	11745	0	2.38	nan	492762	0	246381	0	246381	0	10730	0	2.18	nan	11236	0	509	0	0.1	nan	56	0	8	0	492762
GRCh38 | M301210.lib1	17134670	0	0	0	0	0	0	0	10844	0	0.06	nan	17134670	0	8567335	0	8567335	0	10396	0	0.06	nan	10634	0	210	0	0.0	nan	38	0	9	0	17134670
GRCh38 | M301211.lib1	33837436	0	0	0	0	0	0	0	7949	0	0.02	nan	33837436	0	16918718	0	16918718	0	7518	0	0.02	nan	7778	0	171	0	0.0	nan	8	0	2	0	33837436
GRCh38 | M301212.lib1	62239988	0	0	0	0	0	0	0	7440	0	0.01	nan	62239988	0	31119994	0	31119994	0	6882	0	0.01	nan	7102	0	338	0	0.0	nan	22	0	9	0	62239988
GRCh38 | M301213.lib1	126984	0	0	0	0	0	0	0	5778	0	4.55	nan	126984	0	63492	0	63492	0	5614	0	4.42	nan	5748	0	30	0	0.02	nan	6	0	2	0	126984
GRCh38 | M301214.lib1	5840818	0	0	0	0	0	0	0	3499	0	0.06	nan	5840818	0	2920409	0	2920409	0	3304	0	0.06	nan	3418	0	81	0	0.0	nan	8	0	7	0	5840818
GRCh38 | M301215.lib1	352180	0	0	0	0	0	0	0	1976	0	0.56	nan	352180	0	176090	0	176090	0	1904	0	0.54	nan	1966	0	10	0	0.0	nan	4	0	2	0	352180
GRCh38 | M301216.lib1	35241972	0	0	0	0	0	0	0	4713	0	0.01	nan	35241972	0	17620986	0	17620986	0	4278	0	0.01	nan	4472	0	241	0	0.0	nan	6	0	1	0	35241972
GRCh38 | M301217.lib1	36696	0	0	0	0	0	0	0	6230	0	16.98	nan	36696	0	18348	0	18348	0	5862	0	15.97	nan	6186	0	44	0	0.12	nan	20	0	11	0	36696
GRCh38 | M301218.lib1	55862	0	0	0	0	0	0	0	5358	0	9.59	nan	55862	0	27931	0	27931	0	5120	0	9.17	nan	5306	0	52	0	0.09	nan	4	0	0	0	55862
GRCh38 | M301219.lib1	24316784	0	0	0	0	0	0	0	7079	0	0.03	nan	24316784	0	12158392	0	12158392	0	6692	0	0.03	nan	6878	0	201	0	0.0	nan	10	0	4	0	24316784
GRCh38 | M301220.lib1	67254	0	0	0	0	0	0	0	224	0	0.33	nan	67254	0	33627	0	33627	0	158	0	0.23	nan	216	0	8	0	0.01	nan	10	0	5	0	67254
GRCh38 | M301221.lib1	62922	0	0	0	0	0	0	0	5227	0	8.31	nan	62922	0	31461	0	31461	0	4838	0	7.69	nan	5206	0	21	0	0.03	nan	18	0	11	0	62922
GRCh38 | M301222.lib1	2804914	0	0	0	0	0	0	0	1571	0	0.06	nan	2804914	0	1402457	0	1402457	0	1436	0	0.05	nan	1528	0	43	0	0.0	nan	6	0	1	0	2804914
GRCh38 | M301223.lib1	30573108	0	0	0	0	0	0	0	7440	0	0.02	nan	30573108	0	15286554	0	15286554	0	6732	0	0.02	nan	7144	0	296	0	0.0	nan	52	0	17	0	30573108
GRCh38 | M301224.lib1	11739972	0	0	0	0	0	0	0	5243	0	0.04	nan	11739972	0	5869986	0	5869986	0	4822	0	0.04	nan	5016	0	227	0	0.0	nan	22	0	5	0	11739972
GRCh38 | M301225.lib1	5935714	0	0	0	0	0	0	0	4771	0	0.08	nan	5935714	0	2967857	0	2967857	0	4468	0	0.08	nan	4718	0	53	0	0.0	nan	8	0	4	0	5935714
GRCh38 | M301226.lib1	1292636	0	0	0	0	0	0	0	85	0	0.01	nan	1292636	0	646318	0	646318	0	48	0	0.0	nan	52	0	33	0	0.0	nan	2	0	1	0	1292636
GRCh38 | M301227.lib1	493060	0	0	0	0	0	0	0	34	0	0.01	nan	493060	0	246530	0	246530	0	30	0	0.01	nan	30	0	4	0	0.0	nan	0	0	0	0	493060
GRCh38 | M301228.lib1	3346	0	0	0	0	0	0	0	415	0	12.4	nan	3346	0	1673	0	1673	0	402	0	12.01	nan	408	0	7	0	0.21	nan	0	0	0	0	3346
GRCh38 | M301229.lib1	16234562	0	0	0	0	0	0	0	13191	0	0.08	nan	16234562	0	8117281	0	8117281	0	10138	0	0.06	nan	10462	0	2729	0	0.02	nan	76	0	9	0	16234562
GRCh38 | M301230.lib1	80866	0	0	0	0	0	0	0	74	0	0.09	nan	80866	0	40433	0	40433	0	72	0	0.09	nan	72	0	2	0	0.0	nan	0	0	0	0	80866
GRCh38 | M301231.lib1	55610	0	0	0	0	0	0	0	13	0	0.02	nan	55610	0	27805	0	27805	0	10	0	0.02	nan	10	0	3	0	0.01	nan	0	0	0	0	55610
GRCh38 | M301232.lib1	346	0	0	0	0	0	0	0	2	0	0.58	nan	346	0	173	0	173	0	2	0	0.58	nan	2	0	0	0	0.0	nan	0	0	0	0	346
GRCh38 | M301233.lib1	33727764	0	0	0	0	0	0	0	9749	0	0.03	nan	33727764	0	16863882	0	16863882	0	9038	0	0.03	nan	9432	0	317	0	0.0	nan	62	0	11	0	33727764
GRCh38 | M301234.lib1	211446	0	0	0	0	0	0	0	2572	0	1.22	nan	211446	0	105723	0	105723	0	2304	0	1.09	nan	2372	0	200	0	0.09	nan	6	0	0	0	211446
GRCh38 | M301235.lib1	3750968	0	0	0	0	0	0	0	20292	0	0.54	nan	3750968	0	1875484	0	1875484	0	17026	0	0.45	nan	17372	0	2920	0	0.08	nan	82	0	5	0	3750968
GRCh38 | M301236.lib1	909906	0	0	0	0	0	0	0	5652	0	0.62	nan	909906	0	454953	0	454953	0	4722	0	0.52	nan	4832	0	820	0	0.09	nan	16	0	2	0	909906
GRCh38 | M301237.lib1	1012160	0	0	0	0	0	0	0	4927	0	0.49	nan	1012160	0	506080	0	506080	0	3750	0	0.37	nan	3864	0	1063	0	0.11	nan	30	0	3	0	1012160
GRCh38 | M301238.lib1	482118	0	0	0	0	0	0	0	4127	0	0.86	nan	482118	0	241059	0	241059	0	3560	0	0.74	nan	3648	0	479	0	0.1	nan	22	0	5	0	482118
GRCh38 | M301239.lib1	108628	0	0	0	0	0	0	0	23075	0	21.24	nan	108628	0	54314	0	54314	0	21870	0	20.13	nan	22766	0	309	0	0.28	nan	68	0	27	0	108628
GRCh38 | M301240.lib1	2476810	0	0	0	0	0	0	0	10393	0	0.42	nan	2476810	0	1238405	0	1238405	0	9254	0	0.37	nan	9462	0	931	0	0.04	nan	42	0	1	0	2476810
GRCh38 | M301241.lib1	29202	0	0	0	0	0	0	0	4887	0	16.74	nan	29202	0	14601	0	14601	0	4630	0	15.86	nan	4850	0	37	0	0.13	nan	6	0	1	0	29202
GRCh38 | M301242.lib1	9729228	0	0	0	0	0	0	0	66416	0	0.68	nan	9729228	0	4864614	0	4864614	0	53058	0	0.55	nan	55476	0	10940	0	0.11	nan	824	0	418	0	9729228
GRCh38 | M301243.lib1	1004374	0	0	0	0	0	0	0	15499	0	1.54	nan	1004374	0	502187	0	502187	0	14370	0	1.43	nan	14688	0	811	0	0.08	nan	50	0	11	0	1004374
