Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
fastp | M301292.lib1_2	M301292.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8169129.0	1.1 Gbp	0.0	75-150	51.0	32.83641479799044	146.6833291529611	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301293.lib1_1	M301293.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2195.0	300.7 kbp	0.0	75-150	58.0	52.07289293849659	136.84920273348519	150	pass	pass	fail	pass	warn	fail	pass	warn	warn	warn	pass
fastp | M301293.lib1_2	M301293.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2195.0	302.1 kbp	0.0	75-150	59.0	50.97949886104784	137.49248291571755	150	pass	pass	fail	pass	warn	fail	pass	warn	warn	fail	pass
fastp | M301294.lib1_1	M301294.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13664.0	1.8 Mbp	0.0	75-150	58.0	48.250878220140514	137.5998243559719	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301294.lib1_2	M301294.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13664.0	1.8 Mbp	0.0	75-150	58.0	47.02868852459016	137.6987704918033	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301295.lib1_1	M301295.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2228227.0	327.9 Mbp	0.0	75-150	51.0	56.7540094669784	147.10715649707143	150	pass	pass	fail	pass	warn	pass	pass	warn	warn	pass	pass
fastp | M301295.lib1_2	M301295.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2228227.0	327.9 Mbp	0.0	75-150	51.0	55.760047270297385	147.1036774978492	150	pass	pass	fail	pass	warn	pass	pass	warn	warn	warn	pass
fastp | M301296.lib1_1	M301296.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12455546.0	1.8 Gbp	0.0	75-150	51.0	43.27064020503229	147.59570250874592	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301296.lib1_2	M301296.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12455546.0	1.8 Gbp	0.0	75-150	51.0	42.19488307231728	147.5949291986076	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301297.lib1_1	M301297.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2874047.0	421 Mbp	0.0	75-150	52.0	47.8726797724352	146.41422982992276	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301297.lib1_2	M301297.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2874047.0	421 Mbp	0.0	75-150	52.0	47.18023145427342	146.41153050037107	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301298.lib1_1	M301298.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5159252.0	760.1 Mbp	0.0	75-150	55.0	20.78511981652707	147.27137073358696	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301298.lib1_2	M301298.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5159252.0	760.1 Mbp	0.0	75-150	55.0	20.986863824601134	147.272675573901	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301299.lib1_1	M301299.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	48728.0	6.6 Mbp	0.0	75-150	56.0	21.045394844853064	136.8645953045477	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301299.lib1_2	M301299.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	48728.0	6.6 Mbp	0.0	75-150	56.0	19.94541126251847	136.90748645542604	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301300.lib1_1	M301300.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21665.0	2.8 Mbp	0.0	75-150	57.0	42.65866605123471	130.96164320332332	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	pass
fastp | M301300.lib1_2	M301300.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21665.0	2.9 Mbp	0.0	75-150	62.0	40.32310177705977	137.33237941380105	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	fail
fastp | M301301.lib1_1	M301301.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3451401.0	503.5 Mbp	0.0	75-150	52.0	19.71106613131475	145.8196865562709	150	pass	pass	fail	pass	warn	pass	pass	warn	fail	pass	pass
fastp | M301301.lib1_2	M301301.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3451401.0	503.5 Mbp	0.0	75-150	52.0	19.221166813301704	145.8195857276509	150	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
fastp | M301302.lib1_1	M301302.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8310131.0	1.2 Gbp	0.0	75-150	50.0	30.408447845161785	148.15446784172235	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301302.lib1_2	M301302.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8310131.0	1.2 Gbp	0.0	75-150	50.0	30.263895009008586	148.15076633569313	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301303.lib1_1	M301303.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4014540.0	595.6 Mbp	0.0	75-150	50.0	49.16814541602147	148.3428602031615	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301303.lib1_2	M301303.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4014540.0	595.9 Mbp	0.0	75-150	50.0	49.5231513723074	148.42130854344458	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301304.lib1_1	M301304.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	467296.0	66.8 Mbp	0.0	75-150	48.0	26.11755185210849	143.03979918509896	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301304.lib1_2	M301304.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	467296.0	66.8 Mbp	0.0	75-150	48.0	24.611512774000115	143.04382233102788	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301305.lib1_1	M301305.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12020004.0	1.7 Gbp	0.0	75-150	52.0	25.29608598938968	147.2239305411213	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301305.lib1_2	M301305.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12020004.0	1.7 Gbp	0.0	75-150	52.0	24.643537514685974	147.2234139023581	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301306.lib1_1	M301306.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1091944.0	161.4 Mbp	0.0	75-150	51.0	69.51145398903374	147.79228055651205	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
fastp | M301306.lib1_2	M301306.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1091944.0	161.4 Mbp	0.0	75-150	51.0	68.99804717669204	147.79535031100497	150	pass	pass	fail	pass	pass	pass	pass	warn	warn	warn	pass
fastp | M301307.lib1_1	M301307.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21416.0	2.9 Mbp	0.0	75-150	59.0	41.98262980948823	139.24682480388495	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301307.lib1_2	M301307.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21416.0	2.9 Mbp	0.0	75-150	59.0	41.02073216286888	139.50905864774	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301308.lib1_1	M301308.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	121358.0	17.6 Mbp	0.0	75-150	52.0	22.805253876959082	145.1559847723265	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301308.lib1_2	M301308.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	121358.0	17.6 Mbp	0.0	75-150	52.0	21.87165246625686	145.17319006575588	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301309.lib1_1	M301309.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31974.0	4.4 Mbp	0.0	75-150	58.0	28.129104897729405	137.9056733596047	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301309.lib1_2	M301309.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31974.0	4.4 Mbp	0.0	75-150	58.0	27.162694689435167	137.93181960342778	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301310.lib1_1	M301310.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7922510.0	1.1 Gbp	0.0	75-150	50.0	25.025869632662573	147.42819157060075	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301310.lib1_2	M301310.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7922510.0	1.1 Gbp	0.0	75-150	50.0	24.709843380419542	147.43711904434326	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301311.lib1_1	M301311.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9313916.0	1.3 Gbp	0.0	75-150	51.0	25.884851192475892	147.14965906928944	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301311.lib1_2	M301311.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9313916.0	1.3 Gbp	0.0	75-150	51.0	25.25696727197509	147.1460333118744	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301312.lib1_1	M301312.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12941110.0	1.9 Gbp	0.0	75-150	51.0	28.393536733057427	148.02602558822235	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301312.lib1_2	M301312.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12941110.0	1.9 Gbp	0.0	75-150	51.0	28.00004731097685	148.02244382437055	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301313.lib1_1	M301313.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16915483.0	2.5 Gbp	0.0	75-150	50.0	33.599520486941856	147.95934552977292	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301313.lib1_2	M301313.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16915483.0	2.5 Gbp	0.0	75-150	50.0	32.510165441433834	147.95551069987184	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301314.lib1_1	M301314.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25775729.0	3.8 Gbp	0.0	75-150	51.0	26.385948961079496	148.19297774274395	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301314.lib1_2	M301314.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25775729.0	3.8 Gbp	0.0	75-150	51.0	25.86927304724097	148.19062498678505	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301315.lib1_1	M301315.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21235725.0	3.1 Gbp	0.0	75-150	51.0	36.66473231016777	148.08138040966344	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301315.lib1_2	M301315.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21235725.0	3.1 Gbp	0.0	75-150	51.0	35.86355874037254	148.07666656071314	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301316.lib1_1	M301316.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23017385.0	3.4 Gbp	0.0	75-150	52.0	29.59105636439406	148.51100435605522	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301316.lib1_2	M301316.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23017385.0	3.4 Gbp	0.0	75-150	52.0	29.061273588229703	148.50702909996076	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301317.lib1_1	M301317.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17819432.0	2.6 Gbp	0.0	75-150	51.0	25.486730886115012	147.2173592289586	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301317.lib1_2	M301317.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17819432.0	2.6 Gbp	0.0	75-150	52.0	25.431555839603604	147.21425149802755	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301318.lib1_1	M301318.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9873358.0	1.4 Gbp	0.0	75-150	52.0	24.68803468030769	147.83482418038523	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301318.lib1_2	M301318.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9873358.0	1.4 Gbp	0.0	75-150	52.0	25.07078691020743	147.82963486181703	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301319.lib1_1	M301319.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16421.0	2.2 Mbp	0.0	75-150	60.0	44.69277145119055	134.9546312648438	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301319.lib1_2	M301319.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16421.0	2.2 Mbp	0.0	75-150	60.0	43.37738261981609	135.1262407892333	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301320.lib1_1	M301320.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4309.0	599.6 kbp	0.0	75-150	59.0	30.70317939197029	139.0053376653516	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
fastp | M301320.lib1_2	M301320.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4309.0	599.5 kbp	0.0	75-150	59.0	29.890925968902298	138.98537943838477	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
fastp | M301321.lib1_1	M301321.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	129085.0	18.6 Mbp	0.0	75-150	45.0	32.16795134988573	144.05645892241546	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301321.lib1_2	M301321.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	129085.0	18.6 Mbp	0.0	75-150	45.0	30.38308091567572	144.0845179532866	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301322.lib1_1	M301322.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7280085.0	1 Gbp	0.0	75-150	51.0	25.321306168134228	147.27438154911653	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301322.lib1_2	M301322.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7280085.0	1 Gbp	0.0	75-150	52.0	24.43041175510973	147.2747603908471	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301323.lib1_1	M301323.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18099359.0	2.6 Gbp	0.0	75-150	50.0	17.832687358986444	148.23839927148802	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301323.lib1_2	M301323.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18099359.0	2.6 Gbp	0.0	75-150	50.0	17.30180618899194	148.23422873705084	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301324.lib1_1	M301324.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19434055.0	2.8 Gbp	0.0	75-150	50.0	23.639425423452206	148.36261778614912	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301324.lib1_2	M301324.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19434055.0	2.8 Gbp	0.0	75-150	50.0	22.896351766657265	148.35789257568737	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301325.lib1_1	M301325.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4180085.0	615.7 Mbp	0.0	75-150	52.0	21.783914262677325	147.23940972492187	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301325.lib1_2	M301325.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4180085.0	615.7 Mbp	0.0	75-150	52.0	21.909748721766572	147.24058434218443	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301326.lib1_1	M301326.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9760934.0	1.4 Gbp	0.0	75-150	50.0	24.550046041390072	147.48620695519506	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301326.lib1_2	M301326.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9760934.0	1.4 Gbp	0.0	75-150	51.0	25.08251960180615	147.48785823159955	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301327.lib1_1	M301327.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	842473.0	123.2 Mbp	0.0	75-150	52.0	20.388764366385672	146.16943213610406	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301327.lib1_2	M301327.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	842473.0	123.2 Mbp	0.0	75-150	52.0	19.70577936030649	146.1689454736235	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301328.lib1_1	M301328.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49706.0	6.7 Mbp	0.0	75-150	61.0	20.504566853096208	135.6695368768358	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301328.lib1_2	M301328.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49706.0	6.7 Mbp	0.0	75-150	60.0	19.72196515511206	135.68273447873497	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301329.lib1_1	M301329.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19799708.0	2.9 Gbp	0.0	75-150	50.0	20.847093343913503	147.78017716220864	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
fastp | M301329.lib1_2	M301329.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19799708.0	2.9 Gbp	0.0	75-150	50.0	20.04799942089287	147.77739510097825	150	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
fastp | M301330.lib1_1	M301330.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	875442.0	127 Mbp	0.0	75-150	46.0	20.20072901955291	145.0244539329847	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301330.lib1_2	M301330.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	875442.0	127 Mbp	0.0	75-150	46.0	18.884508712457006	145.01825135188852	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301331.lib1_1	M301331.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23689.0	2.8 Mbp	0.0	75-150	54.0	25.361982354679384	119.77137067837393	130	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
fastp | M301331.lib1_2	M301331.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23689.0	3.2 Mbp	0.0	75-150	68.0	20.608721347460847	138.98577398792688	150	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	fail
fastp | M301332.lib1_1	M301332.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1457916.0	216.1 Mbp	0.0	75-150	42.0	23.348009729659083	148.20952098749174	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301332.lib1_2	M301332.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1457916.0	216.1 Mbp	0.0	75-150	43.0	24.71418812435183	148.19373132608462	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	fail	pass
fastp | M301333.lib1_1	M301333.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36484.0	5.1 Mbp	0.0	75-150	51.0	22.977195482951434	141.06134195811862	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301333.lib1_2	M301333.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36484.0	5.1 Mbp	0.0	75-150	51.0	21.719109746738297	141.04478675583817	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301334.lib1_1	M301334.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	107149.0	15.1 Mbp	0.0	75-150	52.0	22.490177229838825	141.39667192414302	150	pass	pass	warn	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301334.lib1_2	M301334.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	107149.0	15.1 Mbp	0.0	75-150	52.0	20.994129669898925	141.46155353759718	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301335.lib1_1	M301335.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	678162.0	99.1 Mbp	0.0	75-150	43.0	57.001060637667976	146.0827884782692	150	pass	pass	fail	pass	pass	warn	pass	warn	warn	pass	pass
fastp | M301335.lib1_2	M301335.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	678162.0	99.1 Mbp	0.0	75-150	43.0	55.674404171425785	146.17518822936114	150	pass	pass	fail	pass	pass	warn	pass	warn	warn	warn	pass
fastp | M301336.lib1_1	M301336.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1291186.0	190 Mbp	0.0	75-150	45.0	28.916242530961707	147.1322675431735	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301336.lib1_2	M301336.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1291186.0	190 Mbp	0.0	75-150	45.0	28.32259797156132	147.127789489663	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301337.lib1_1	M301337.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3358797.0	484.7 Mbp	0.0	75-150	44.0	17.875918129841352	144.21409748788034	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301337.lib1_2	M301337.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3358797.0	484.7 Mbp	0.0	75-150	44.0	16.71062467967479	144.21037770368378	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301338.lib1_1	M301338.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55914.0	8 Mbp	0.0	75-150	50.0	42.701291268734124	144.3208498765962	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301338.lib1_2	M301338.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55914.0	8 Mbp	0.0	75-150	50.0	41.427907143112634	144.32414064456128	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301339.lib1_1	M301339.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44504.0	6.3 Mbp	0.0	75-150	50.0	44.94876865000899	143.39182994786987	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301339.lib1_2	M301339.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44504.0	6.3 Mbp	0.0	75-150	50.0	43.58035232788064	143.3906165737911	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301340.lib1_1	M301340.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22803.0	3.1 Mbp	0.0	75-150	50.0	38.85015129588212	139.98026575450598	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
fastp | M301340.lib1_2	M301340.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22803.0	3.1 Mbp	0.0	75-150	50.0	37.727491996667105	140.01464719554446	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301341.lib1_1	M301341.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18621.0	1.8 Mbp	0.0	75-150	55.0	25.9384565812792	96.57279415713442	86	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	pass
fastp | M301341.lib1_2	M301341.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18621.0	2.5 Mbp	0.0	75-150	83.0	15.584555072230277	137.99130014499758	150	pass	fail	fail	pass	fail	fail	pass	warn	fail	fail	fail
fastp | M301342.lib1_1	M301342.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	822583.0	121.1 Mbp	0.0	75-150	45.0	32.837843614713684	147.23856194450894	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301342.lib1_2	M301342.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	822583.0	121.1 Mbp	0.0	75-150	46.0	31.785524318757645	147.23056518308792	150	pass	pass	fail	pass	pass	fail	pass	warn	fail	warn	pass
fastp | M301343.lib1_1	M301343.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8716.0	1.2 Mbp	0.0	75-150	58.0	39.15787058283616	138.29486002753558	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
fastp | M301343.lib1_2	M301343.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8716.0	1.2 Mbp	0.0	75-150	59.0	38.68747131711795	138.35589720055071	150	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
fastp | M301344.lib1_1	M301344.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	167646.0	24.2 Mbp	0.0	75-150	49.0	31.848060794769932	144.56473760185153	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
fastp | M301344.lib1_2	M301344.lib1_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	167646.0	24.2 Mbp	0.0	75-150	49.0	30.81970342268828	144.5766078522601	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
fastp | M301345.lib1_1	M301345.lib1_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4431441.0	649.2 Mbp	0.0	75-150	43.0	31.285495745687538	146.43306725735488	150	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
